Comoros,COM,0.51,0.47,2.00,62.23,37.23,90.96,0.56,0.44,2.00,65.96,38.30,93.09,0.02,0.45,2.00,45.50,24.87,73.54,0.40,0.44,2.00,60.85,32.28,86.77,-0.67,0.35,2.00,26.63,13.57,40.20,-0.16,0.36,2.00,39.32,22.33,61.65,-0.44,0.38,2.00,33.98,16.99,53.40,-0.36,0.38,2.00,32.85,17.39,53.62,-1.10,0.35,2.00,15.94,7.73,27.05,-1.11,0.35,2.00,14.42,8.65,27.88,-0.77,0.32,3.00,20.85,11.37,36.97,-0.56,0.32,3.00,26.54,13.74,44.55,-0.55,0.36,2.00,29.38,13.74,48.82,-0.45,0.28,3.00,33.65,18.48,45.02,-0.26,0.30,3.00,37.44,21.80,55.45,-0.19,0.24,3.00,37.62,25.71,53.81,-0.24,0.25,3.00,37.62,22.86,53.81,0.02,0.25,4.00,48.10,31.43,60.95,0.02,0.26,4.00,46.67,30.00,62.38,-0.36,0.25,4.00,33.49,19.34,49.53,-0.18,0.27,4.00,41.04,23.58,56.60,-0.29,0.28,3.00,36.32,20.28,52.36,-0.23,0.28,3.00,39.15,22.64,53.30,-0.23,0.28,3.00,39.15,21.70,51.89
Cape Verde,CPV,1.04,0.62,1.00,82.45,47.87,100.00,1.11,0.56,1.00,88.30,52.13,100.00,1.22,0.59,1.00,90.48,57.67,100.00,0.73,0.44,2.00,70.90,47.09,95.24,0.92,0.35,2.00,78.89,58.29,98.49,1.04,0.36,2.00,83.01,61.65,100.00,0.75,0.38,2.00,68.93,50.49,99.03,0.96,0.32,3.00,79.71,59.42,99.52,0.88,0.31,3.00,77.78,56.52,98.55,0.81,0.32,3.00,74.52,55.29,96.15,0.82,0.29,4.00,74.88,54.03,94.31,0.84,0.27,5.00,75.36,57.82,93.84,0.72,0.30,4.00,69.19,54.50,91.94,0.81,0.25,5.00,72.99,59.72,91.94,0.78,0.25,5.00,69.67,59.72,91.47,0.35,0.23,4.00,58.57,44.29,69.52,0.86,0.22,5.00,74.29,60.95,92.38,0.87,0.22,5.00,76.19,63.33,92.38,0.76,0.23,5.00,71.90,60.00,88.57,0.83,0.23,5.00,74.06,62.26,91.51,0.86,0.25,4.00,76.42,60.38,93.40,0.87,0.25,4.00,75.94,60.85,94.34,0.89,0.25,4.00,78.77,59.91,94.81,0.93,0.25,4.00,81.13,62.26,96.23
Costa Rica,CRI,0.75,0.37,4.00,72.34,52.13,95.21,0.90,0.35,4.00,77.66,58.51,98.40,0.87,0.34,4.00,76.72,58.73,95.24,1.07,0.30,5.00,83.60,68.25,97.35,0.60,0.29,5.00,65.83,47.74,84.92,0.63,0.29,6.00,66.99,50.97,85.92,0.71,0.28,6.00,67.48,54.85,88.83,0.74,0.27,6.00,68.60,53.62,90.82,0.58,0.26,6.00,66.67,47.83,82.61,0.36,0.26,6.00,55.77,41.35,72.60,0.59,0.26,6.00,65.88,50.24,85.31,0.69,0.26,6.00,70.14,53.55,88.15,0.51,0.25,6.00,63.03,49.29,73.93,0.64,0.23,7.00,67.77,54.98,83.41,0.68,0.23,7.00,67.77,57.35,86.26,0.58,0.20,8.00,65.24,56.19,76.67,0.67,0.20,8.00,67.14,57.62,84.29,0.65,0.21,8.00,66.67,57.14,84.76,0.60,0.21,8.00,66.19,55.24,79.05,0.45,0.21,8.00,62.26,52.36,71.70,0.43,0.23,7.00,60.38,49.06,75.00,0.75,0.23,6.00,71.70,57.55,88.68,0.86,0.23,6.00,76.89,59.43,93.87,0.95,0.23,6.00,83.49,65.09,96.23
Cuba,CUB,0.23,0.37,4.00,54.26,31.91,73.94,0.01,0.35,4.00,45.21,27.66,65.96,0.25,0.34,4.00,56.61,34.39,75.13,0.26,0.32,4.00,52.91,38.10,71.43,0.32,0.30,4.00,56.78,38.69,71.86,0.36,0.29,5.00,57.77,40.29,75.24,0.42,0.29,5.00,58.74,43.69,76.21,0.47,0.26,6.00,60.39,47.83,74.88,0.45,0.25,6.00,60.87,43.00,77.29,0.52,0.25,6.00,62.98,48.56,79.33,0.36,0.25,6.00,56.40,41.71,72.04,0.35,0.25,6.00,56.87,43.60,71.56,0.28,0.25,6.00,55.45,41.23,68.72,0.31,0.23,6.00,57.35,41.71,69.19,0.37,0.24,6.00,60.19,45.50,69.19,0.54,0.21,6.00,63.33,53.81,76.67,0.63,0.21,6.00,65.71,57.62,81.90,0.67,0.21,6.00,69.05,57.14,87.14,0.64,0.22,6.00,68.10,57.14,84.29,0.64,0.22,6.00,66.04,56.60,84.91,0.61,0.23,6.00,66.98,55.66,81.60,0.60,0.24,5.00,65.57,53.77,81.13,0.39,0.24,5.00,58.49,47.17,71.70,0.50,0.24,5.00,61.32,50.00,79.72
Cayman Islands,CYM,0.72,0.61,1.00,70.74,37.23,100.00,0.73,0.58,1.00,72.34,35.64,100.00,0.71,0.60,1.00,72.49,35.45,98.94,0.79,0.52,1.00,73.02,45.50,99.47,0.85,0.41,1.00,73.87,49.75,98.99,1.23,0.37,2.00,93.69,66.02,100.00,1.19,0.37,2.00,90.29,65.05,100.00,1.10,0.36,2.00,89.37,61.35,100.00,1.09,0.33,2.00,87.44,63.29,100.00,1.11,0.33,2.00,88.94,65.38,100.00,1.09,0.31,3.00,88.15,65.40,100.00,1.15,0.30,3.00,88.63,67.30,99.53,1.34,0.29,3.00,96.68,72.51,99.53,0.96,0.30,2.00,79.15,62.09,98.58,1.02,0.32,2.00,82.46,63.51,99.53,1.05,0.26,2.00,86.67,67.14,99.52,1.13,0.26,2.00,89.52,68.10,99.52,1.14,0.27,2.00,90.48,69.52,99.52,1.16,0.29,2.00,90.95,70.48,99.52,1.11,0.28,2.00,88.68,66.98,99.06,1.40,0.27,3.00,96.70,80.66,99.53,1.46,0.27,3.00,97.64,84.91,99.53,1.62,0.27,3.00,99.53,92.92,100.00,1.65,0.27,3.00,100.00,93.87,100.00
Cyprus,CYP,0.39,0.37,4.00,60.11,38.30,78.72,0.22,0.35,4.00,54.79,33.51,73.94,0.52,0.34,4.00,68.78,42.33,82.01,0.20,0.32,4.00,51.85,32.28,70.37,0.53,0.30,4.00,63.82,42.21,82.41,0.38,0.29,6.00,59.22,41.75,75.73,0.52,0.28,6.00,64.08,47.57,78.64,0.54,0.27,6.00,62.80,48.79,80.68,0.54,0.26,6.00,62.80,46.86,79.71,0.64,0.26,6.00,68.75,51.92,86.54,0.39,0.25,7.00,57.82,43.60,73.46,0.45,0.24,7.00,61.61,47.87,75.83,0.61,0.24,7.00,66.82,54.50,81.99,0.64,0.23,7.00,66.82,54.98,83.41,0.56,0.23,7.00,64.93,54.50,77.73,0.55,0.20,7.00,63.81,54.76,76.67,0.54,0.20,7.00,62.38,54.29,76.19,0.59,0.21,7.00,65.24,54.76,79.05,0.53,0.21,8.00,64.76,53.33,77.62,0.48,0.21,8.00,63.21,52.83,75.00,0.54,0.23,7.00,64.15,54.25,78.30,0.29,0.23,6.00,56.60,44.34,68.40,0.42,0.23,7.00,58.96,48.11,73.11,0.42,0.23,7.00,58.96,48.58,73.58
Czech Republic,CZE,1.15,0.37,4.00,87.77,63.30,100.00,0.90,0.35,4.00,77.13,58.51,98.40,0.33,0.31,5.00,60.85,39.68,76.19,1.04,0.29,6.00,83.07,68.25,96.30,0.89,0.28,6.00,76.88,59.30,96.98,0.65,0.28,7.00,68.45,52.91,85.92,0.94,0.27,7.00,77.67,63.11,96.12,1.05,0.25,8.00,85.51,65.70,99.52,1.02,0.24,8.00,83.09,68.12,98.55,1.05,0.24,8.00,85.58,69.23,99.04,0.91,0.24,8.00,79.15,63.03,94.31,0.99,0.24,8.00,82.94,65.88,95.73,1.11,0.24,9.00,88.63,68.72,99.05,1.05,0.22,9.00,86.73,69.19,98.10,1.08,0.23,9.00,87.68,67.77,98.58,0.99,0.19,9.00,83.33,68.57,97.14,0.97,0.20,9.00,81.90,66.19,94.29,0.96,0.20,9.00,80.95,65.71,94.29,0.99,0.21,9.00,83.33,68.57,95.24,1.03,0.21,9.00,86.32,67.92,95.75,0.94,0.22,8.00,80.19,66.04,93.87,0.91,0.23,7.00,77.83,64.15,94.34,0.95,0.23,7.00,81.60,63.68,94.81,0.82,0.23,7.00,75.00,59.91,92.92
Germany,DEU,1.29,0.37,4.00,92.02,68.09,100.00,1.24,0.35,4.00,92.02,68.62,100.00,1.41,0.31,5.00,95.24,77.25,100.00,1.10,0.29,6.00,85.19,68.25,97.35,0.58,0.28,6.00,64.82,47.24,83.42,0.64,0.28,7.00,67.96,52.43,85.92,0.89,0.27,7.00,75.73,60.19,95.15,1.03,0.25,8.00,82.13,64.73,99.03,1.00,0.24,8.00,81.16,66.67,98.55,0.94,0.24,8.00,79.81,65.38,98.56,0.86,0.24,8.00,77.73,61.61,92.89,0.80,0.24,8.00,73.46,59.72,90.52,0.84,0.24,9.00,71.56,61.61,92.42,0.78,0.22,9.00,71.09,59.72,89.10,0.93,0.23,9.00,76.30,64.45,94.31,0.93,0.19,9.00,78.10,66.67,93.81,0.69,0.20,9.00,68.10,58.57,84.76,0.67,0.20,9.00,68.57,57.14,87.14,0.57,0.21,9.00,65.24,55.24,78.57,0.58,0.21,9.00,64.62,54.25,78.77,0.55,0.22,8.00,65.09,54.72,77.83,0.64,0.23,7.00,67.92,55.66,84.91,0.73,0.23,7.00,69.81,57.55,88.68,0.61,0.23,7.00,67.45,51.89,83.96
Djibouti,DJI,-0.34,0.47,2.00,35.11,14.36,60.11,-0.96,0.44,2.00,17.55,7.45,35.11,-0.24,0.45,2.00,36.51,17.99,68.25,-0.31,0.44,2.00,32.80,19.05,60.85,-0.91,0.35,2.00,21.61,9.05,35.18,-0.34,0.36,2.00,33.98,18.93,53.88,-0.81,0.38,2.00,22.82,7.77,40.29,-0.26,0.33,3.00,37.68,22.22,53.62,-0.12,0.31,3.00,39.13,25.12,57.00,0.27,0.31,3.00,54.81,36.06,72.60,0.49,0.29,4.00,63.03,44.55,83.89,0.25,0.28,4.00,53.08,37.91,70.62,0.18,0.27,4.00,53.08,37.91,68.25,0.16,0.25,4.00,51.66,37.91,63.51,-0.10,0.26,4.00,42.65,27.49,58.29,-0.77,0.22,4.00,20.95,10.48,30.00,-0.45,0.22,4.00,30.00,20.48,43.33,-0.63,0.23,4.00,24.29,13.81,36.19,-0.73,0.24,4.00,20.00,11.90,32.38,-0.13,0.23,4.00,41.51,28.77,55.19,-0.34,0.25,4.00,33.02,19.81,50.47,-0.45,0.25,4.00,30.19,16.98,46.23,-0.57,0.25,4.00,25.94,16.04,41.51,-0.51,0.25,4.00,26.89,16.04,41.98
Dominica,DMA,0.72,0.61,1.00,70.74,37.23,100.00,0.73,0.58,1.00,72.34,35.64,100.00,0.49,0.60,1.00,67.72,30.16,95.24,0.55,0.52,1.00,67.72,33.33,94.71,0.67,0.35,2.00,68.84,46.73,94.47,0.95,0.33,3.00,79.13,60.19,98.54,0.83,0.33,3.00,73.30,55.34,95.63,0.91,0.33,3.00,76.33,56.04,99.03,0.79,0.31,3.00,73.91,53.62,96.62,0.91,0.31,3.00,78.37,57.69,99.04,0.67,0.32,3.00,69.67,48.82,91.47,0.90,0.32,3.00,78.67,57.82,97.16,1.14,0.31,3.00,90.05,68.25,99.53,0.98,0.28,3.00,81.99,63.03,98.58,1.12,0.30,3.00,89.57,65.88,99.53,1.06,0.24,3.00,87.62,67.62,98.10,1.05,0.24,4.00,88.10,66.19,98.57,0.98,0.25,4.00,83.33,64.76,95.71,1.17,0.25,4.00,91.43,71.43,98.57,1.07,0.25,4.00,87.74,66.98,98.58,1.03,0.27,4.00,84.43,66.04,97.17,1.32,0.27,4.00,94.81,75.47,99.53,1.33,0.27,4.00,95.75,77.36,99.53,1.30,0.27,4.00,95.75,75.47,100.00
Denmark,DNK,1.44,0.37,4.00,97.87,72.87,100.00,1.43,0.35,4.00,97.34,75.53,100.00,1.50,0.31,5.00,95.77,80.42,100.00,1.52,0.29,6.00,96.83,83.07,100.00,1.20,0.28,6.00,93.97,70.35,99.50,1.08,0.28,7.00,83.98,66.50,99.51,1.07,0.27,7.00,85.44,66.02,99.51,1.05,0.26,7.00,85.02,64.25,99.52,1.12,0.26,7.00,91.30,70.05,100.00,1.07,0.26,7.00,86.06,69.23,99.52,1.00,0.24,8.00,85.31,66.82,97.16,1.04,0.24,8.00,86.26,67.30,97.16,1.10,0.24,8.00,87.20,68.72,99.05,0.91,0.22,9.00,75.83,63.03,93.36,0.96,0.23,9.00,80.09,64.93,94.79,0.95,0.19,9.00,78.57,67.62,94.76,0.89,0.20,9.00,76.67,63.33,91.90,0.85,0.20,9.00,75.24,63.33,92.38,0.85,0.21,9.00,75.24,64.29,91.90,0.93,0.21,9.00,79.72,65.09,93.87,0.97,0.22,8.00,81.13,66.51,95.28,0.92,0.23,7.00,78.30,64.15,94.34,0.93,0.23,7.00,80.19,63.68,94.81,0.87,0.23,7.00,77.36,60.85,94.34
Dominican Republic,DOM,-0.08,0.37,4.00,45.21,22.87,63.30,-0.42,0.35,4.00,31.91,16.49,52.13,0.01,0.34,4.00,44.97,29.10,69.84,0.12,0.30,5.00,48.68,31.22,68.25,-0.42,0.29,5.00,31.66,21.61,43.72,-0.34,0.29,6.00,33.50,21.36,49.03,-0.26,0.28,6.00,38.35,25.24,53.40,-0.11,0.25,7.00,42.03,28.99,54.11,-0.08,0.24,7.00,40.10,28.02,54.59,-0.04,0.25,7.00,42.79,29.81,55.77,0.00,0.25,7.00,44.55,30.81,58.29,-0.04,0.24,7.00,44.55,30.33,56.87,0.00,0.24,8.00,46.92,33.18,60.19,0.25,0.22,8.00,54.98,40.28,65.40,0.21,0.23,8.00,54.98,40.28,64.93,0.15,0.20,8.00,50.95,38.10,60.48,0.23,0.20,8.00,54.76,42.38,62.38,0.24,0.21,8.00,54.76,43.33,64.76,0.15,0.21,8.00,52.86,38.57,63.81,0.01,0.21,8.00,47.64,35.38,58.02,0.00,0.23,7.00,47.17,31.13,58.49,0.16,0.23,6.00,52.36,39.62,64.15,0.29,0.23,6.00,55.66,43.87,67.45,0.33,0.23,6.00,55.19,44.34,70.75
Algeria,DZA,-1.78,0.37,4.00,5.32,2.13,12.23,-1.88,0.35,4.00,4.79,0.00,10.64,-1.43,0.34,4.00,10.05,2.65,19.58,-1.63,0.32,4.00,6.88,1.06,17.46,-1.75,0.29,5.00,5.53,1.51,12.56,-1.36,0.29,6.00,10.68,4.37,18.93,-0.91,0.28,6.00,20.39,10.68,32.52,-1.13,0.25,7.00,15.94,8.21,25.12,-1.15,0.24,7.00,14.01,8.70,22.22,-1.10,0.25,7.00,14.90,9.62,23.56,-1.20,0.25,7.00,13.27,7.58,19.91,-1.26,0.24,7.00,11.85,4.74,19.91,-1.36,0.24,7.00,10.43,5.21,18.48,-1.33,0.23,7.00,9.48,5.69,18.01,-1.20,0.23,7.00,12.80,7.58,19.91,-1.19,0.20,7.00,9.52,8.10,17.14,-1.09,0.20,7.00,11.90,9.05,21.43,-1.10,0.21,7.00,12.38,8.57,20.00,-0.92,0.22,7.00,15.71,9.52,27.14,-0.84,0.22,7.00,17.92,11.32,28.77,-1.06,0.23,6.00,13.21,8.49,22.64,-0.85,0.24,5.00,17.92,11.32,28.30,-0.99,0.23,6.00,15.57,10.38,24.06,-0.74,0.23,6.00,19.34,12.74,32.08
Ecuador,ECU,-0.77,0.37,4.00,22.34,9.04,42.02,-0.16,0.35,4.00,37.77,21.81,61.17,-0.57,0.34,4.00,28.57,14.81,43.39,-0.76,0.30,5.00,23.81,14.29,36.51,-0.96,0.29,5.00,20.60,9.55,29.65,-0.84,0.29,6.00,20.39,11.17,32.04,-0.79,0.28,6.00,23.79,12.62,36.41,-0.85,0.27,6.00,20.77,12.56,31.40,-0.82,0.26,6.00,20.29,11.59,31.40,-0.73,0.26,6.00,20.67,13.46,34.62,-0.67,0.25,7.00,23.22,14.69,36.02,-0.59,0.24,7.00,26.07,16.59,38.86,-0.69,0.24,7.00,25.59,15.64,36.49,-0.57,0.22,8.00,27.49,18.48,39.34,-0.18,0.23,8.00,39.34,26.07,54.50,-0.02,0.20,7.00,45.24,30.95,58.10,-0.15,0.20,8.00,40.95,28.57,54.29,-0.09,0.21,8.00,44.29,30.48,54.76,-0.08,0.21,8.00,41.90,30.00,57.14,-0.09,0.21,8.00,42.45,30.19,55.66,-0.24,0.23,7.00,39.15,23.58,52.83,-0.27,0.23,6.00,37.26,23.11,50.47,-0.26,0.23,6.00,37.26,23.58,50.94,-0.24,0.23,6.00,38.68,23.11,51.89
"Egypt, Arab Rep.",EGY,-0.53,0.37,4.00,27.66,13.30,49.47,-0.02,0.35,4.00,44.15,26.60,65.43,0.05,0.34,4.00,47.62,30.16,69.84,-0.41,0.32,4.00,31.22,20.11,48.15,-0.64,0.29,5.00,27.64,16.08,38.69,-0.82,0.29,6.00,21.36,12.62,32.52,-0.63,0.28,6.00,26.70,16.99,40.29,-0.84,0.25,7.00,22.22,13.53,31.40,-0.55,0.24,7.00,27.05,17.39,38.65,-0.51,0.25,7.00,28.85,16.83,39.90,-0.61,0.25,7.00,25.59,16.11,38.39,-0.90,0.24,7.00,19.43,10.43,27.96,-1.44,0.24,7.00,6.64,4.27,16.11,-1.44,0.22,8.00,7.58,5.21,16.11,-1.64,0.23,8.00,7.11,3.79,10.43,-1.63,0.20,8.00,7.62,6.19,8.57,-1.50,0.20,8.00,8.10,6.67,10.00,-1.44,0.21,7.00,9.05,6.67,12.86,-1.43,0.21,8.00,9.05,7.14,13.33,-1.19,0.21,8.00,11.79,7.55,17.92,-1.12,0.23,7.00,12.26,8.49,19.81,-1.18,0.23,6.00,11.79,8.02,18.87,-1.03,0.23,6.00,14.62,9.43,23.58,-1.03,0.23,6.00,14.15,9.91,22.64
Eritrea,ERI,-0.94,0.47,2.00,20.21,5.85,42.02,-0.97,0.44,2.00,17.02,7.45,35.11,-0.77,0.45,2.00,22.22,8.99,42.86,-0.27,0.44,2.00,36.51,19.05,62.96,-0.72,0.35,2.00,26.13,12.06,38.69,-0.64,0.33,3.00,25.24,15.05,41.26,-0.80,0.33,3.00,23.30,11.17,38.35,-0.90,0.29,4.00,19.81,11.59,31.40,-1.05,0.28,4.00,16.91,9.18,26.09,-0.71,0.29,4.00,22.60,13.46,35.58,-0.68,0.29,4.00,22.75,14.22,38.39,-0.88,0.28,4.00,19.91,10.43,32.23,-0.77,0.27,4.00,21.33,12.80,36.02,-0.70,0.25,4.00,23.70,15.64,36.97,-0.77,0.26,4.00,21.33,12.80,36.02,-0.81,0.22,4.00,19.05,10.00,29.05,-0.88,0.22,4.00,19.05,9.05,27.62,-0.66,0.22,5.00,22.86,13.33,34.76,-0.73,0.23,5.00,20.48,11.90,31.90,-0.61,0.23,5.00,25.00,13.68,38.21,-0.71,0.24,5.00,21.23,12.74,33.96,-0.99,0.25,4.00,15.09,10.38,25.00,-1.06,0.25,4.00,13.68,8.96,23.58,-0.97,0.25,4.00,14.62,10.38,24.53
Spain,ESP,0.17,0.37,4.00,53.19,31.91,72.87,0.13,0.35,4.00,52.13,30.32,69.68,0.46,0.31,5.00,65.61,42.33,79.89,0.44,0.29,6.00,62.96,46.03,77.78,-0.05,0.28,6.00,41.21,29.15,59.30,-0.09,0.28,7.00,41.75,27.67,58.74,0.19,0.27,7.00,53.40,38.35,66.02,-0.15,0.25,8.00,41.06,27.05,53.62,-0.28,0.24,8.00,35.75,23.67,47.34,-0.38,0.24,8.00,30.29,19.71,44.23,-0.47,0.24,8.00,30.33,19.91,41.23,-0.32,0.24,8.00,33.65,24.17,49.76,0.02,0.24,9.00,48.34,34.12,60.19,-0.03,0.22,9.00,42.65,34.60,57.35,0.01,0.23,9.00,46.92,35.55,60.19,0.24,0.19,9.00,55.24,42.38,64.29,0.24,0.20,9.00,55.71,43.33,62.86,0.40,0.20,9.00,60.00,49.05,70.95,0.27,0.21,9.00,57.14,42.38,66.67,0.28,0.21,9.00,56.60,44.34,65.09,0.29,0.22,8.00,58.02,45.28,68.40,0.41,0.23,7.00,58.96,48.11,72.64,0.51,0.23,7.00,61.79,50.94,77.36,0.27,0.23,7.00,53.30,41.98,68.40
Estonia,EST,0.77,0.41,3.00,72.87,50.00,97.34,0.66,0.35,4.00,68.62,48.94,91.49,0.90,0.34,4.00,77.78,60.85,95.24,0.93,0.29,6.00,79.89,62.96,94.71,0.89,0.28,6.00,77.39,59.30,96.98,0.70,0.28,7.00,71.36,53.88,90.78,0.61,0.27,7.00,65.53,51.46,82.52,0.74,0.25,8.00,69.08,54.11,90.82,0.63,0.24,8.00,68.60,51.69,83.57,0.57,0.24,8.00,65.87,50.00,80.29,0.57,0.24,8.00,64.45,51.18,83.41,0.66,0.24,8.00,67.77,53.55,86.73,0.61,0.24,9.00,67.30,54.50,81.99,0.64,0.22,9.00,67.30,56.40,81.99,0.75,0.23,9.00,68.25,60.19,88.63,0.78,0.19,9.00,72.86,60.48,89.05,0.61,0.20,9.00,65.24,57.62,79.52,0.66,0.20,9.00,68.10,57.14,84.76,0.64,0.21,9.00,68.57,58.10,82.86,0.58,0.21,9.00,65.09,54.72,79.25,0.63,0.22,8.00,67.45,56.60,81.60,0.71,0.23,7.00,70.75,57.08,86.79,0.75,0.23,7.00,70.75,58.02,90.09,0.72,0.23,7.00,71.70,56.13,87.74
Ethiopia,ETH,-1.05,0.37,4.00,16.49,6.38,31.91,-0.63,0.35,4.00,25.53,12.77,42.55,-0.95,0.34,4.00,19.05,8.99,32.28,-1.23,0.32,4.00,14.81,3.70,25.40,-1.41,0.29,5.00,10.05,4.52,21.11,-1.31,0.29,6.00,11.65,4.37,20.39,-1.69,0.28,6.00,5.83,0.97,13.59,-1.74,0.25,7.00,7.73,1.45,12.56,-1.81,0.24,7.00,7.25,2.42,9.18,-1.73,0.25,7.00,8.65,1.92,10.58,-1.64,0.25,7.00,6.64,2.84,12.80,-1.64,0.24,7.00,5.69,3.32,12.32,-1.51,0.24,8.00,6.16,3.79,14.22,-1.56,0.22,8.00,7.11,4.74,13.27,-1.41,0.23,8.00,8.06,4.74,17.06,-1.34,0.20,8.00,8.57,7.14,13.33,-1.50,0.20,8.00,8.57,6.67,10.00,-1.62,0.21,8.00,7.62,5.71,10.48,-1.68,0.21,8.00,7.62,3.81,9.05,-1.27,0.21,8.00,10.85,6.60,14.62,-1.30,0.23,7.00,11.32,6.13,16.04,-1.75,0.23,6.00,6.13,3.77,10.38,-2.18,0.23,6.00,3.77,0.94,5.66,-2.04,0.23,6.00,4.72,2.36,8.02
Finland,FIN,1.41,0.37,4.00,97.34,72.87,100.00,1.47,0.35,4.00,98.94,77.66,100.00,1.72,0.31,5.00,99.47,88.36,100.00,1.75,0.29,6.00,100.00,92.59,100.00,1.69,0.28,6.00,100.00,94.47,100.00,1.62,0.28,7.00,100.00,90.78,100.00,1.59,0.27,7.00,100.00,88.35,100.00,1.50,0.26,7.00,100.00,85.99,100.00,1.49,0.26,7.00,100.00,85.51,100.00,1.45,0.26,7.00,99.52,83.65,100.00,1.46,0.24,8.00,99.05,86.26,100.00,1.42,0.24,8.00,97.16,85.31,100.00,1.39,0.24,8.00,98.10,81.99,99.53,1.40,0.22,9.00,98.10,85.31,99.53,1.39,0.23,9.00,97.16,81.99,99.53,1.28,0.19,9.00,96.19,79.52,99.52,1.03,0.20,9.00,85.71,68.10,96.19,0.98,0.20,9.00,84.76,66.67,94.76,1.06,0.21,9.00,86.67,70.48,97.62,0.89,0.21,9.00,77.83,64.15,91.98,0.84,0.22,8.00,75.94,60.85,92.45,0.98,0.23,7.00,80.66,66.98,95.28,0.96,0.23,7.00,83.49,64.62,95.75,0.89,0.23,7.00,79.72,62.26,95.28
Fiji,FJI,0.83,0.47,2.00,73.40,49.47,100.00,0.86,0.44,2.00,75.53,52.13,99.47,0.30,0.45,2.00,58.73,30.69,81.48,0.47,0.44,2.00,64.55,39.15,89.42,0.45,0.35,2.00,60.30,39.70,82.41,0.39,0.33,3.00,59.71,39.81,78.16,0.39,0.33,3.00,57.28,40.78,77.18,-0.03,0.33,3.00,44.44,27.05,61.35,0.06,0.31,3.00,44.93,29.47,65.22,-0.07,0.31,3.00,41.83,25.48,58.65,-0.27,0.32,3.00,36.02,19.91,52.61,-0.19,0.32,3.00,38.86,24.17,55.45,-0.07,0.31,3.00,43.13,28.44,61.14,-0.07,0.28,3.00,42.18,28.91,59.24,-0.05,0.30,3.00,44.08,26.54,61.61,0.55,0.24,3.00,64.29,52.38,78.10,0.57,0.25,3.00,63.81,53.81,81.90,0.90,0.25,3.00,78.57,61.90,94.29,0.59,0.25,4.00,65.71,53.33,83.81,0.83,0.25,4.00,74.53,61.32,92.45,0.78,0.25,4.00,72.64,58.49,92.45,0.66,0.25,4.00,68.40,55.19,86.79,0.72,0.25,4.00,69.34,56.13,90.09,0.76,0.26,4.00,73.11,56.13,92.92
France,FRA,0.89,0.37,4.00,76.60,57.45,99.47,0.70,0.35,4.00,69.68,51.60,93.09,0.79,0.31,5.00,74.07,57.67,92.06,0.92,0.29,6.00,79.37,62.96,94.71,0.18,0.28,6.00,50.25,36.68,67.84,0.35,0.28,7.00,56.31,41.26,74.27,0.40,0.27,7.00,57.77,43.69,74.27,0.60,0.25,8.00,64.25,51.69,80.68,0.56,0.24,8.00,64.73,48.31,79.71,0.54,0.24,8.00,64.90,49.04,79.33,0.51,0.24,8.00,63.51,47.87,79.15,0.68,0.24,8.00,68.72,54.03,87.20,0.60,0.24,9.00,65.40,54.50,81.52,0.55,0.22,9.00,63.51,52.61,75.83,0.45,0.23,9.00,62.09,48.82,71.56,0.30,0.19,9.00,58.10,45.24,66.67,0.10,0.20,9.00,51.43,38.57,59.52,-0.11,0.20,9.00,42.86,30.00,54.29,0.27,0.21,9.00,56.19,41.90,66.67,0.01,0.21,9.00,48.11,35.38,58.02,0.27,0.22,8.00,57.08,43.87,67.92,0.28,0.23,7.00,56.13,44.34,67.92,0.33,0.23,7.00,56.60,46.23,67.92,0.33,0.23,7.00,56.13,44.34,70.28
"Micronesia, Fed. Sts.",FSM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.63,0.56,1.00,67.34,36.68,98.99,1.00,0.33,3.00,81.07,62.14,99.51,1.13,0.33,3.00,87.86,65.05,100.00,1.13,0.33,3.00,90.34,63.77,100.00,1.15,0.31,3.00,92.27,68.60,100.00,1.17,0.31,3.00,92.31,69.23,100.00,1.29,0.32,3.00,93.84,72.04,100.00,1.21,0.32,3.00,91.00,68.72,100.00,1.10,0.31,3.00,87.68,64.45,99.53,1.15,0.28,3.00,89.57,69.19,99.53,1.10,0.30,3.00,88.63,65.40,99.53,0.98,0.24,3.00,81.43,65.71,97.14,1.02,0.25,3.00,85.24,64.76,97.62,1.04,0.25,3.00,88.10,65.71,98.10,1.16,0.26,3.00,90.48,70.48,98.57,1.32,0.26,3.00,94.34,77.83,99.53,1.03,0.25,4.00,85.38,66.98,97.17,1.12,0.25,4.00,88.21,70.75,98.58,1.20,0.25,4.00,93.87,72.17,99.06,1.21,0.26,4.00,94.34,73.58,99.06
