Comoros,COM,-1.00,0.34,2.00,16.67,0.54,39.25,-0.97,0.32,2.00,20.32,0.00,40.64,-0.96,0.35,2.00,18.62,0.00,44.68,-0.67,0.35,2.00,32.28,4.23,51.85,-0.69,0.33,2.00,30.16,5.82,52.91,-0.86,0.27,4.00,22.17,7.39,39.41,-0.89,0.24,5.00,19.51,7.80,40.00,-0.70,0.24,5.00,28.29,12.20,45.37,-0.69,0.25,5.00,29.13,11.65,48.54,-0.77,0.25,5.00,24.27,9.22,41.75,-0.81,0.26,6.00,21.53,6.22,42.58,-0.79,0.25,6.00,22.38,8.10,42.86,-0.80,0.25,6.00,22.75,8.06,42.65,-0.78,0.25,6.00,24.64,10.43,44.55,-0.73,0.26,7.00,26.54,11.37,46.92,-0.59,0.26,7.00,33.65,15.38,52.40,-0.77,0.24,6.00,25.24,10.95,42.86,-0.71,0.22,7.00,27.62,12.86,42.86,-0.71,0.22,7.00,26.19,13.33,43.33,-0.85,0.20,7.00,21.90,10.95,33.81,-1.06,0.20,7.00,14.29,8.10,26.19,-1.21,0.21,6.00,10.95,3.81,20.95,-1.31,0.23,6.00,7.62,0.95,19.05,-1.24,0.23,7.00,9.43,1.89,21.23
Cape Verde,CPV,1.14,0.44,1.00,83.33,69.35,93.01,1.16,0.42,1.00,83.96,67.38,93.05,1.13,0.47,1.00,84.04,64.89,93.62,0.50,0.32,3.00,71.96,56.08,82.54,0.48,0.31,3.00,70.37,58.73,80.95,0.34,0.25,5.00,66.01,53.69,73.89,0.59,0.24,6.00,71.22,59.51,80.00,0.84,0.21,7.00,77.07,71.22,84.88,0.92,0.21,7.00,77.67,72.82,88.35,0.90,0.20,7.00,78.16,73.30,83.98,0.89,0.20,7.00,77.51,71.77,84.21,0.88,0.19,8.00,78.10,71.90,83.81,0.92,0.19,8.00,78.67,72.51,84.36,0.89,0.19,8.00,77.25,71.56,83.41,0.85,0.19,9.00,77.25,69.67,82.46,0.97,0.20,9.00,79.81,72.12,87.50,0.93,0.19,9.00,79.05,70.95,87.14,0.84,0.20,9.00,78.10,66.19,87.14,0.80,0.19,9.00,79.05,66.19,81.90,0.76,0.17,9.00,78.10,66.67,81.43,0.85,0.18,9.00,79.05,69.05,82.86,0.85,0.18,9.00,79.52,69.05,84.29,1.02,0.20,8.00,82.38,74.76,89.05,0.98,0.20,8.00,81.13,73.11,89.15
Costa Rica,CRI,0.70,0.24,5.00,75.27,63.44,81.18,0.76,0.23,4.00,77.01,65.78,82.89,0.70,0.22,5.00,74.47,63.83,82.98,0.44,0.20,6.00,70.37,59.79,76.19,0.52,0.19,7.00,72.49,61.38,76.19,0.28,0.18,10.00,63.05,55.67,71.92,0.37,0.18,10.00,65.37,57.56,72.20,0.38,0.18,11.00,70.24,58.54,73.17,0.46,0.19,12.00,71.84,60.19,74.27,0.49,0.18,11.00,71.84,62.62,74.27,0.72,0.19,11.00,73.21,69.86,80.38,0.66,0.19,10.00,72.86,67.62,80.00,0.59,0.19,9.00,72.04,65.40,78.20,0.57,0.17,10.00,72.04,64.93,76.78,0.58,0.17,10.00,70.62,64.93,77.25,0.73,0.14,10.00,75.00,68.75,79.33,0.69,0.15,10.00,74.29,65.24,78.57,0.68,0.15,12.00,73.33,65.24,79.52,0.43,0.13,12.00,64.29,61.43,72.38,0.50,0.14,12.00,67.14,61.90,76.67,0.63,0.15,12.00,71.90,64.76,79.05,0.66,0.16,11.00,74.29,63.81,80.48,0.47,0.17,11.00,66.67,59.52,77.14,0.47,0.17,10.00,66.98,59.91,75.94
Cuba,CUB,0.29,0.26,4.00,63.44,52.15,75.81,0.34,0.23,4.00,64.17,53.48,74.33,0.36,0.25,4.00,65.96,54.79,76.06,0.40,0.21,4.00,69.31,58.20,76.19,0.22,0.21,5.00,62.43,53.97,73.54,0.22,0.20,6.00,60.59,52.71,71.92,0.27,0.20,6.00,62.93,55.12,70.73,0.25,0.18,7.00,62.93,55.12,72.20,0.30,0.19,7.00,65.05,56.80,73.30,0.26,0.19,6.00,64.56,56.31,73.30,0.27,0.20,6.00,66.51,57.42,72.25,0.31,0.19,6.00,66.19,56.67,72.38,0.27,0.19,6.00,64.45,55.92,71.56,0.23,0.17,7.00,63.98,55.45,70.14,0.11,0.18,7.00,61.61,53.55,67.30,0.06,0.17,7.00,59.13,51.92,64.90,0.04,0.17,7.00,58.10,50.00,63.81,0.14,0.17,7.00,60.00,52.86,64.76,0.23,0.15,7.00,62.38,55.24,65.71,0.13,0.16,7.00,59.05,52.86,65.24,0.01,0.17,7.00,57.14,46.67,62.38,-0.15,0.17,6.00,48.57,37.14,59.05,-0.03,0.21,5.00,54.29,41.43,62.86,-0.07,0.21,5.00,52.36,38.68,62.26
Cayman Islands,CYM,1.32,0.48,1.00,87.10,72.04,96.77,1.33,0.45,1.00,89.30,72.19,96.79,1.31,0.46,1.00,88.30,70.21,95.21,1.31,0.43,1.00,87.83,73.02,95.24,1.33,0.40,1.00,88.36,74.07,94.71,1.26,0.39,1.00,86.70,72.41,94.09,1.27,0.34,1.00,88.29,72.68,93.17,1.25,0.42,1.00,88.29,72.20,94.63,1.26,0.42,1.00,88.35,72.82,93.69,0.80,0.40,1.00,77.18,61.65,91.75,1.11,0.29,2.00,83.25,72.73,91.39,1.12,0.29,2.00,83.33,72.38,91.90,1.34,0.30,2.00,88.63,77.25,93.84,1.35,0.31,2.00,88.15,76.78,94.31,1.35,0.31,2.00,89.10,76.78,94.79,1.01,0.31,2.00,81.73,69.23,91.35,0.97,0.29,2.00,80.48,66.19,90.00,0.48,0.31,2.00,66.19,56.19,80.00,0.48,0.28,2.00,66.19,56.19,80.48,0.46,0.28,2.00,66.19,56.19,80.48,0.43,0.28,2.00,66.19,53.33,80.00,0.44,0.26,2.00,64.76,56.67,79.52,0.47,0.31,2.00,66.19,53.33,80.95,0.46,0.32,2.00,66.51,52.36,80.66
Cyprus,CYP,1.33,0.26,4.00,87.63,80.65,93.01,1.06,0.23,4.00,81.82,74.33,90.37,1.08,0.25,4.00,83.51,72.87,90.43,1.13,0.21,4.00,83.60,77.25,89.95,1.19,0.24,4.00,84.66,75.13,91.01,0.87,0.21,5.00,79.31,71.43,85.71,0.90,0.20,5.00,79.51,70.73,83.90,1.09,0.21,6.00,82.44,74.15,91.22,1.07,0.22,6.00,82.52,74.27,91.26,1.19,0.21,6.00,83.98,77.18,91.75,0.91,0.19,7.00,77.99,72.25,84.21,0.97,0.19,7.00,80.00,72.38,84.76,0.86,0.19,7.00,77.73,71.09,83.41,1.24,0.18,8.00,84.83,79.15,90.52,1.24,0.18,8.00,84.36,79.62,90.05,1.07,0.17,8.00,82.21,75.48,88.94,0.97,0.17,8.00,79.52,74.76,87.62,0.79,0.17,8.00,76.67,66.19,80.95,0.75,0.14,9.00,76.19,66.67,80.95,0.61,0.16,9.00,72.38,64.76,80.00,0.60,0.17,9.00,70.95,62.38,79.52,0.35,0.17,9.00,63.33,58.57,72.38,0.37,0.16,10.00,63.33,58.10,71.90,0.42,0.16,10.00,66.04,59.91,75.00
Czech Republic,CZE,0.68,0.21,6.00,74.73,63.98,81.18,0.52,0.17,7.00,70.05,61.50,77.54,0.15,0.17,8.00,60.64,52.66,68.09,0.36,0.15,8.00,67.72,58.73,73.54,0.49,0.15,9.00,71.43,62.43,74.07,0.38,0.14,10.00,68.47,58.62,72.41,0.48,0.14,10.00,68.78,61.95,72.68,0.35,0.13,12.00,67.80,59.02,72.20,0.32,0.14,12.00,66.99,58.25,72.33,0.34,0.13,12.00,66.02,61.65,72.82,0.38,0.13,12.00,68.90,62.20,72.25,0.38,0.12,14.00,69.05,62.38,71.90,0.38,0.12,15.00,68.72,63.03,71.56,0.31,0.12,15.00,66.35,60.19,70.14,0.30,0.12,14.00,65.40,60.66,69.67,0.43,0.12,14.00,67.31,62.02,70.67,0.47,0.12,14.00,66.19,63.33,73.33,0.56,0.12,13.00,67.14,64.29,75.24,0.57,0.11,13.00,69.05,63.33,76.19,0.51,0.12,13.00,68.57,62.86,75.71,0.53,0.13,13.00,69.05,62.38,76.67,0.56,0.14,12.00,69.05,61.90,78.57,0.62,0.15,12.00,71.90,63.81,80.00,0.66,0.14,12.00,74.53,66.04,79.72
Germany,DEU,1.91,0.21,6.00,94.09,90.86,100.00,2.00,0.19,6.00,94.65,91.98,100.00,1.80,0.20,6.00,93.09,90.43,96.28,1.89,0.18,6.00,93.12,91.01,96.83,1.88,0.18,6.00,93.12,91.01,97.88,1.84,0.17,7.00,93.60,91.63,97.04,1.88,0.17,7.00,94.15,92.20,97.56,1.79,0.16,9.00,93.17,91.71,96.10,1.73,0.17,9.00,92.23,91.26,95.15,1.75,0.16,9.00,93.20,91.75,95.63,1.75,0.17,8.00,93.30,90.91,95.22,1.77,0.15,10.00,93.33,90.95,94.76,1.74,0.15,12.00,93.36,90.05,95.26,1.82,0.14,12.00,94.31,91.47,95.73,1.80,0.14,11.00,94.31,90.52,96.21,1.81,0.13,10.00,93.75,91.35,95.67,1.78,0.13,10.00,93.33,91.43,95.71,1.78,0.14,11.00,93.81,91.90,96.67,1.80,0.12,11.00,94.76,91.90,97.14,1.90,0.13,11.00,95.71,91.90,98.10,1.87,0.14,11.00,95.24,91.43,98.10,1.83,0.15,10.00,95.24,91.90,97.62,1.78,0.16,10.00,95.71,90.48,97.14,1.82,0.16,10.00,95.75,91.04,98.11
Djibouti,DJI,-0.72,0.34,2.00,29.03,4.84,51.08,-0.68,0.32,2.00,32.09,5.35,50.80,-0.64,0.35,2.00,34.04,6.91,54.79,-0.63,0.35,2.00,34.39,5.82,56.08,-0.65,0.33,2.00,32.28,6.88,53.97,-0.43,0.27,4.00,39.41,21.67,55.67,-0.71,0.24,5.00,27.80,13.17,47.80,-0.67,0.24,5.00,30.24,14.63,47.80,-0.54,0.25,5.00,35.44,18.45,52.91,-0.30,0.24,6.00,46.60,28.64,59.22,-0.37,0.22,7.00,44.02,25.36,57.89,-0.40,0.21,7.00,42.86,24.29,55.71,-0.42,0.22,7.00,41.71,23.22,55.45,-0.47,0.22,7.00,39.34,21.80,55.45,-0.55,0.22,8.00,35.55,20.38,53.08,-0.60,0.22,8.00,32.69,15.38,51.44,-0.70,0.21,7.00,28.10,13.81,44.29,-0.69,0.21,7.00,28.10,13.33,43.33,-0.67,0.21,7.00,28.57,14.76,43.33,-0.74,0.17,8.00,26.19,13.81,39.05,-0.88,0.18,8.00,20.48,11.90,30.95,-0.75,0.17,8.00,25.24,16.19,35.24,-0.80,0.19,8.00,23.81,13.81,34.29,-0.79,0.19,8.00,23.58,14.15,34.43
Dominica,DMA,0.87,0.48,1.00,80.11,59.14,91.40,0.88,0.45,1.00,80.75,59.89,91.98,0.86,0.46,1.00,81.38,59.57,92.02,0.85,0.43,1.00,80.42,60.32,91.01,0.85,0.40,1.00,79.37,61.38,91.01,0.76,0.37,2.00,74.88,59.61,89.66,0.74,0.29,3.00,74.63,62.93,83.90,0.69,0.32,3.00,73.66,59.51,84.88,0.71,0.32,3.00,74.27,61.17,85.44,0.79,0.34,2.00,74.27,63.11,89.32,0.81,0.35,2.00,74.64,65.07,89.95,0.77,0.34,2.00,74.29,63.33,88.10,0.77,0.34,2.00,73.46,63.51,88.15,0.70,0.33,2.00,73.46,61.14,84.36,0.69,0.33,2.00,73.93,62.09,82.94,0.69,0.34,2.00,74.04,60.10,87.02,0.61,0.24,3.00,70.95,60.95,80.95,0.62,0.23,3.00,70.95,61.43,80.00,0.64,0.23,3.00,71.90,62.38,81.43,0.54,0.23,3.00,69.52,59.52,80.00,0.52,0.23,3.00,67.62,59.05,80.00,0.56,0.23,3.00,69.52,59.52,80.48,0.55,0.24,3.00,68.57,59.05,80.48,0.54,0.25,3.00,69.34,58.96,80.19
Denmark,DNK,2.23,0.21,6.00,100.00,93.55,100.00,2.20,0.19,6.00,99.47,93.58,100.00,2.32,0.20,6.00,99.47,94.15,100.00,2.31,0.18,6.00,99.47,95.24,100.00,2.36,0.18,6.00,99.47,96.83,100.00,2.41,0.17,7.00,99.51,97.04,100.00,2.28,0.17,7.00,99.02,96.10,100.00,2.46,0.18,8.00,100.00,97.07,100.00,2.43,0.19,8.00,100.00,96.12,100.00,2.38,0.18,8.00,100.00,96.12,100.00,2.44,0.17,9.00,100.00,97.61,100.00,2.35,0.15,10.00,100.00,97.62,100.00,2.39,0.15,10.00,100.00,97.63,100.00,2.38,0.14,11.00,100.00,97.63,100.00,2.40,0.14,11.00,100.00,97.63,100.00,2.25,0.13,11.00,100.00,95.67,100.00,2.19,0.13,11.00,98.57,95.71,100.00,2.20,0.14,10.00,99.52,96.19,100.00,2.19,0.13,10.00,99.05,96.67,100.00,2.16,0.14,10.00,99.52,95.71,100.00,2.12,0.14,10.00,99.52,95.71,100.00,2.24,0.15,10.00,100.00,95.71,100.00,2.33,0.16,10.00,100.00,97.14,100.00,2.40,0.16,10.00,100.00,98.58,100.00
Dominican Republic,DOM,-0.42,0.26,4.00,41.40,23.66,57.53,-0.76,0.23,4.00,29.41,11.23,43.85,-0.69,0.25,4.00,32.45,11.70,45.74,-0.47,0.20,5.00,39.68,26.98,51.85,-0.73,0.19,6.00,28.57,10.58,41.80,-0.59,0.18,9.00,32.02,20.20,46.31,-0.71,0.18,10.00,28.29,17.07,41.95,-0.72,0.16,12.00,27.80,18.05,39.02,-0.78,0.17,12.00,24.27,14.08,36.89,-0.75,0.16,12.00,26.70,15.53,37.86,-0.81,0.17,12.00,22.01,12.92,36.36,-0.88,0.17,11.00,20.95,11.43,31.90,-0.84,0.16,12.00,21.33,12.80,33.65,-0.90,0.15,12.00,19.43,11.85,30.81,-0.91,0.15,12.00,20.38,11.37,28.91,-0.84,0.14,11.00,22.60,12.98,31.25,-0.87,0.14,12.00,20.48,11.90,30.48,-0.81,0.15,12.00,22.86,12.86,32.86,-0.79,0.13,12.00,23.33,14.76,33.81,-0.83,0.13,12.00,22.38,13.81,29.52,-0.84,0.14,13.00,23.33,13.33,30.48,-0.75,0.15,12.00,25.71,17.14,33.33,-0.59,0.17,11.00,30.95,20.95,45.24,-0.44,0.17,10.00,37.26,24.53,49.53
Algeria,DZA,-0.57,0.26,4.00,33.33,16.67,52.69,-0.92,0.23,4.00,22.99,3.74,35.83,-0.99,0.25,4.00,16.49,0.53,36.17,-0.93,0.21,4.00,22.75,3.17,34.39,-0.72,0.19,6.00,29.63,11.11,42.86,-0.70,0.18,8.00,29.06,15.27,40.89,-0.47,0.18,8.00,40.98,23.41,51.22,-0.56,0.17,9.00,35.12,20.98,46.34,-0.59,0.17,10.00,33.01,19.42,48.06,-0.63,0.17,10.00,33.50,18.45,42.72,-0.61,0.18,10.00,30.62,20.10,47.37,-0.55,0.17,10.00,34.76,20.95,47.62,-0.57,0.16,11.00,34.60,21.33,48.82,-0.52,0.16,12.00,36.02,24.64,48.82,-0.47,0.16,12.00,39.34,26.07,52.13,-0.61,0.15,11.00,31.25,20.19,44.71,-0.64,0.16,10.00,30.48,19.05,42.86,-0.67,0.16,10.00,30.00,15.71,41.43,-0.60,0.14,10.00,31.90,20.48,42.86,-0.66,0.15,9.00,28.57,17.62,40.00,-0.66,0.17,8.00,28.10,17.14,40.48,-0.67,0.19,6.00,27.62,18.10,41.43,-0.64,0.18,7.00,29.52,19.05,43.33,-0.64,0.18,7.00,28.30,19.81,42.45
Ecuador,ECU,-0.68,0.26,4.00,30.11,12.90,49.46,-0.79,0.23,4.00,28.34,9.63,41.71,-0.80,0.22,5.00,27.66,8.51,41.49,-0.87,0.20,6.00,23.81,6.35,36.51,-0.73,0.19,7.00,29.10,10.58,41.80,-0.73,0.17,11.00,27.09,15.27,38.42,-0.74,0.17,11.00,25.37,16.10,40.98,-0.78,0.18,12.00,24.39,14.63,37.56,-0.75,0.19,13.00,26.70,14.08,37.86,-0.65,0.18,12.00,31.07,17.96,42.72,-0.74,0.17,13.00,24.88,17.22,38.28,-0.71,0.17,13.00,26.19,16.67,40.95,-0.64,0.16,12.00,28.91,18.96,43.13,-0.51,0.15,13.00,36.97,26.54,48.82,-0.50,0.15,13.00,37.44,24.64,48.82,-0.74,0.15,11.00,27.40,15.38,36.06,-0.67,0.14,12.00,29.05,18.10,41.43,-0.68,0.14,13.00,28.57,16.19,39.52,-0.63,0.13,13.00,30.95,20.48,42.38,-0.63,0.13,13.00,29.52,21.90,39.52,-0.51,0.14,13.00,34.76,26.19,46.19,-0.50,0.15,11.00,33.81,25.71,45.24,-0.59,0.17,10.00,30.00,20.95,44.76,-0.63,0.17,10.00,29.72,20.28,41.04
"Egypt, Arab Rep.",EGY,-0.47,0.24,5.00,38.71,19.89,53.76,-0.48,0.20,5.00,39.04,27.81,50.80,-0.49,0.22,5.00,39.36,23.94,52.66,-0.44,0.20,5.00,41.27,28.57,51.85,-0.53,0.19,6.00,38.10,23.28,49.21,-0.58,0.18,8.00,32.51,21.18,46.80,-0.54,0.18,8.00,36.10,21.46,48.78,-0.74,0.17,10.00,26.34,17.07,39.02,-0.74,0.17,10.00,27.18,16.02,37.86,-0.77,0.17,10.00,25.24,15.05,37.38,-0.46,0.17,11.00,38.76,24.40,52.63,-0.60,0.17,11.00,32.38,20.95,46.67,-0.63,0.16,12.00,30.33,19.43,43.13,-0.58,0.14,14.00,33.65,22.75,45.50,-0.61,0.14,14.00,33.65,21.80,43.13,-0.58,0.14,13.00,34.62,23.56,44.71,-0.60,0.14,13.00,32.86,22.38,43.33,-0.59,0.15,12.00,32.38,21.43,43.33,-0.50,0.13,13.00,39.05,26.19,46.19,-0.51,0.13,12.00,34.76,26.19,44.29,-0.66,0.15,10.00,28.57,19.05,39.05,-0.81,0.15,9.00,23.81,16.19,31.90,-0.71,0.16,9.00,26.67,18.10,36.67,-0.68,0.16,9.00,26.42,19.81,38.21
Eritrea,ERI,0.51,0.34,2.00,72.04,54.30,81.18,0.52,0.32,2.00,69.52,54.55,81.28,0.50,0.35,2.00,69.15,54.79,82.98,0.13,0.35,2.00,60.32,40.21,75.66,-0.05,0.27,3.00,58.73,39.15,69.31,-0.15,0.23,6.00,51.72,34.48,60.59,-0.32,0.22,7.00,47.32,29.76,57.07,-0.35,0.19,8.00,42.44,30.24,55.61,-0.41,0.20,8.00,39.32,27.67,54.37,-0.36,0.19,8.00,42.72,29.13,56.31,-0.47,0.20,8.00,37.80,22.49,53.11,-0.55,0.19,8.00,35.24,20.95,51.90,-0.64,0.19,8.00,29.86,18.48,45.97,-0.78,0.20,8.00,25.59,12.32,39.81,-0.91,0.20,9.00,20.85,9.00,35.07,-0.89,0.21,7.00,19.71,8.65,35.58,-1.34,0.19,8.00,6.19,0.00,14.29,-1.34,0.18,9.00,8.10,0.95,12.86,-1.23,0.18,9.00,10.48,3.81,16.19,-1.32,0.17,9.00,9.05,1.43,13.81,-1.41,0.17,9.00,7.14,1.43,11.90,-1.34,0.17,8.00,8.57,1.90,16.19,-1.26,0.19,8.00,9.05,4.29,18.57,-1.28,0.19,8.00,8.02,2.83,19.34
Spain,ESP,1.13,0.21,6.00,82.80,76.34,90.32,1.36,0.19,6.00,90.37,81.28,91.98,1.33,0.20,6.00,89.36,82.45,92.02,1.32,0.18,6.00,88.36,82.54,91.01,1.35,0.18,6.00,88.89,80.95,91.53,1.34,0.17,7.00,89.16,83.74,91.63,1.33,0.17,7.00,88.78,80.98,92.20,1.18,0.16,9.00,84.88,78.05,91.22,1.08,0.17,10.00,83.01,76.70,90.29,1.18,0.16,10.00,83.50,78.16,91.75,1.05,0.17,10.00,81.34,73.68,88.04,1.16,0.15,10.00,83.81,78.57,89.05,1.16,0.15,11.00,83.41,78.67,89.10,1.17,0.14,11.00,83.41,78.67,88.63,0.93,0.14,11.00,79.62,73.93,82.46,0.69,0.13,11.00,73.08,67.79,78.85,0.63,0.13,11.00,71.90,64.76,76.67,0.57,0.14,11.00,68.10,64.29,76.67,0.51,0.12,11.00,67.14,62.86,75.71,0.61,0.13,11.00,72.86,65.24,79.05,0.67,0.14,11.00,73.33,66.19,80.00,0.71,0.15,10.00,75.71,65.24,80.48,0.72,0.16,10.00,75.71,65.71,80.95,0.69,0.16,10.00,75.00,65.57,80.19
Estonia,EST,0.45,0.28,3.00,69.89,57.53,80.65,0.66,0.19,5.00,73.26,63.64,81.28,0.84,0.18,7.00,77.66,69.68,84.04,0.74,0.15,8.00,76.19,70.90,82.54,0.92,0.15,9.00,80.95,74.07,84.13,0.98,0.14,10.00,82.76,73.89,85.71,0.99,0.14,10.00,80.98,74.63,83.90,1.01,0.13,12.00,81.46,76.59,84.88,0.97,0.14,11.00,78.64,74.27,84.95,0.95,0.13,11.00,80.10,73.79,82.52,1.00,0.14,11.00,80.38,73.68,84.21,0.99,0.14,11.00,80.48,73.81,84.29,1.05,0.13,12.00,80.57,76.30,84.36,1.09,0.12,13.00,81.52,77.25,87.20,1.18,0.13,13.00,82.94,80.09,89.10,1.30,0.13,13.00,87.98,82.21,90.87,1.26,0.13,13.00,88.57,81.43,90.00,1.23,0.13,12.00,88.10,80.00,90.00,1.20,0.12,12.00,86.67,81.43,89.05,1.47,0.13,12.00,90.00,87.14,91.90,1.53,0.14,12.00,90.95,88.57,93.33,1.58,0.14,12.00,92.38,88.57,94.76,1.51,0.15,12.00,90.00,85.71,94.76,1.54,0.14,12.00,91.04,89.15,95.28
Ethiopia,ETH,-0.93,0.26,4.00,18.82,3.23,36.56,-0.90,0.23,4.00,24.60,3.74,35.83,-0.91,0.25,4.00,22.34,3.19,38.83,-0.72,0.21,4.00,31.22,9.52,43.39,-0.78,0.19,6.00,25.93,9.52,40.21,-0.76,0.17,9.00,26.11,14.29,35.96,-0.77,0.16,11.00,23.41,15.61,38.54,-0.65,0.15,14.00,30.73,19.51,40.00,-0.63,0.16,14.00,30.58,19.42,42.72,-0.67,0.16,13.00,30.10,17.96,41.26,-0.70,0.16,13.00,25.84,18.18,40.19,-0.69,0.16,14.00,28.10,17.14,40.48,-0.67,0.15,15.00,27.01,18.96,41.23,-0.61,0.14,14.00,32.23,21.80,44.55,-0.50,0.14,15.00,37.91,26.54,48.82,-0.45,0.13,14.00,40.87,29.81,51.44,-0.48,0.13,14.00,39.05,28.10,49.52,-0.44,0.14,13.00,40.00,30.00,49.05,-0.58,0.13,13.00,33.33,22.38,42.86,-0.50,0.13,13.00,36.67,26.19,44.29,-0.44,0.13,14.00,38.10,28.10,48.57,-0.39,0.14,12.00,40.48,28.57,48.10,-0.42,0.15,12.00,37.62,27.62,48.57,-0.44,0.15,12.00,36.79,25.47,48.11
Finland,FIN,2.21,0.21,6.00,99.46,93.01,100.00,2.20,0.19,6.00,100.00,93.58,100.00,2.37,0.20,6.00,100.00,94.15,100.00,2.37,0.18,6.00,100.00,96.30,100.00,2.37,0.18,6.00,100.00,96.83,100.00,2.41,0.17,7.00,100.00,97.04,100.00,2.31,0.17,7.00,100.00,97.56,100.00,2.45,0.18,8.00,99.51,97.07,100.00,2.39,0.19,8.00,99.51,96.12,100.00,2.32,0.18,8.00,99.03,95.63,100.00,2.24,0.17,9.00,98.56,94.74,100.00,2.15,0.17,9.00,98.10,93.81,100.00,2.19,0.17,9.00,99.05,94.31,100.00,2.23,0.15,10.00,98.10,95.73,100.00,2.20,0.14,11.00,98.10,95.73,100.00,2.16,0.13,11.00,98.56,95.19,100.00,2.22,0.13,11.00,99.52,95.71,100.00,2.19,0.14,10.00,99.05,96.19,100.00,2.16,0.13,10.00,98.57,96.67,100.00,2.17,0.14,10.00,100.00,95.71,100.00,2.11,0.14,10.00,98.57,95.71,100.00,2.17,0.15,10.00,99.52,95.24,100.00,2.24,0.16,10.00,99.52,96.67,100.00,2.25,0.16,10.00,99.53,96.70,100.00
Fiji,FJI,0.66,0.34,2.00,73.66,59.68,84.41,0.66,0.32,2.00,74.33,59.36,84.49,0.63,0.35,2.00,72.34,58.51,84.57,0.61,0.35,2.00,73.54,58.20,83.60,0.28,0.33,2.00,65.08,47.62,75.13,0.29,0.33,2.00,63.55,47.78,77.34,-0.22,0.29,2.00,49.76,28.29,61.95,0.18,0.30,3.00,60.00,44.88,73.17,0.12,0.31,3.00,59.71,42.23,73.30,0.10,0.30,3.00,59.71,41.26,73.30,-0.15,0.31,3.00,53.11,28.71,68.42,-0.16,0.30,4.00,53.33,30.00,67.14,0.11,0.29,4.00,60.19,43.60,71.56,0.18,0.30,4.00,63.03,46.92,72.99,0.20,0.31,4.00,63.03,46.45,73.93,0.39,0.32,3.00,65.87,53.85,78.85,0.38,0.31,3.00,64.76,52.38,77.62,0.34,0.31,3.00,64.29,51.90,77.62,0.64,0.33,2.00,72.38,59.05,86.19,0.70,0.33,2.00,75.71,59.52,87.14,0.69,0.33,2.00,74.76,59.05,88.10,0.61,0.26,3.00,71.90,59.52,81.90,0.44,0.28,4.00,65.71,54.29,80.48,0.39,0.29,5.00,64.62,51.42,79.25
France,FRA,1.25,0.21,6.00,84.95,80.65,91.40,1.35,0.19,6.00,89.84,81.28,91.98,1.32,0.20,6.00,88.83,82.45,92.02,1.19,0.18,6.00,84.13,80.42,91.01,1.31,0.18,6.00,85.71,80.95,91.01,1.31,0.17,7.00,88.67,83.25,91.63,1.36,0.17,7.00,89.76,81.46,92.20,1.46,0.16,9.00,91.71,84.88,92.20,1.46,0.17,10.00,91.75,84.95,92.23,1.40,0.16,10.00,91.26,82.04,91.75,1.43,0.17,10.00,90.43,83.73,92.82,1.49,0.15,10.00,90.95,84.29,92.86,1.54,0.15,11.00,91.00,88.15,93.36,1.47,0.14,11.00,90.52,84.83,92.89,1.30,0.14,11.00,87.68,81.04,90.05,1.29,0.13,10.00,87.50,82.21,90.87,1.25,0.13,10.00,87.62,80.95,90.00,1.33,0.14,11.00,89.52,81.90,91.90,1.22,0.12,11.00,87.14,81.43,89.52,1.28,0.13,11.00,87.62,81.43,90.00,1.25,0.14,11.00,88.57,80.48,90.00,1.12,0.15,10.00,83.81,80.00,89.05,1.28,0.16,10.00,89.05,81.90,90.95,1.26,0.16,10.00,85.38,81.13,90.09
"Micronesia, Fed. Sts.",FSM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.32,0.39,1.00,65.02,44.33,81.77,-0.12,0.32,2.00,53.17,31.22,67.32,-0.10,0.39,2.00,54.63,25.85,72.20,-0.24,0.39,2.00,50.49,19.42,69.90,-0.22,0.39,2.00,51.46,20.39,68.45,-0.22,0.41,2.00,52.15,20.57,70.33,-0.26,0.41,2.00,49.05,18.10,69.52,-0.34,0.33,3.00,45.50,19.91,63.03,-0.12,0.32,3.00,55.45,30.33,68.72,-0.18,0.31,3.00,53.55,28.44,67.30,0.81,0.33,3.00,76.44,62.50,88.94,0.68,0.31,3.00,73.81,60.00,87.14,0.71,0.31,3.00,74.76,60.95,87.62,0.78,0.31,3.00,77.62,62.86,88.10,0.67,0.29,3.00,74.29,60.00,83.33,0.71,0.31,3.00,75.71,59.52,88.10,0.88,0.30,3.00,80.00,63.81,89.05,0.56,0.32,4.00,69.52,56.67,82.86,0.48,0.33,4.00,67.92,52.36,81.13
